entity_id,repo_name,component_path,service_tier,programming_language,domain,archetype,lines_of_code,cyclomatic_complexity,cognitive_complexity,code_smells_count,code_duplication_pct,security_hotspots_count,dependency_count,outdated_dependencies_pct,churn_lines_last_30d,commits_last_90d,distinct_authors_last_90d,ownership_entropy,avg_pr_review_time_hrs,pr_rework_rate,unit_test_coverage_pct,ci_build_failure_rate,defects_reported_last_90d,production_incidents_last_180d,mttr_incident_mins,sprint_velocity_drag_pct,monthly_maintenance_hours
TD-00114,user-profile-api,user-profile-api/handlers/api/state_machine_15.py,Tier_2,Python,User Management,healthy_active,605,3,2,4,1.96,0,5,12.43,676,19,5,0.544,14.5,0.064,88.99,0.021,0,0,40,1.8,1.8
TD-00115,notification-dispatcher,notification-dispatcher/src/services/state_machine_8.js,Tier_2,Node.js,Communications,legacy_hotspot,3643,115,143,41,15.79,0,18,37.71,1535,53,9,0.722,93.3,0.497,22.93,0.236,7,4,130,46.2,31.4
TD-00116,user-profile-api,user-profile-api/services/core/query_builder_7.py,Tier_2,Python,User Management,dormant_legacy,1234,49,62,27,27.03,0,7,48.03,87,0,1,0.253,27.0,0.217,43.75,0.13,0,0,119,15.3,6.5
TD-00117,search-indexer,search-indexer/src/main/scala/index/dispatcher_3.scala,Tier_2,Scala,Search/Discovery,healthy_active,451,16,17,1,4.51,0,4,1.0,503,60,5,0.418,17.7,0.065,87.24,0.079,0,0,27,5.8,5.3
TD-00118,inventory-worker,inventory-worker/models/data/query_builder_17.py,Tier_2,Python,Supply Chain,dormant_legacy,1216,49,61,29,23.17,0,19,22.43,41,0,1,0.192,26.6,0.12,38.71,0.119,0,0,65,13.6,5.5
TD-00119,search-indexer,search-indexer/src/main/scala/pipeline/state_machine_18.scala,Tier_2,Scala,Search/Discovery,legacy_hotspot,3275,52,89,89,26.94,2,25,37.14,1444,49,15,0.889,78.7,0.473,23.88,0.157,10,3,129,47.9,70.3
TD-00120,notification-dispatcher,notification-dispatcher/src/routes/validator_9.js,Tier_2,Node.js,Communications,average,1384,15,17,15,6.61,0,11,10.84,202,12,3,0.533,19.8,0.206,71.64,0.079,4,0,79,8.9,7.3
TD-00121,order-management,order-management/src/main/java/com/platform/repository/processor_4.java,Tier_1,Java,Core Business,average,1059,26,29,4,15.53,1,10,29.59,80,7,3,0.305,30.3,0.167,67.87,0.045,2,0,82,20.1,14.2
TD-00122,batch-reporting-service,batch-reporting-service/src/main/java/com/platform/util/session_handler_11.java,Tier_3,Java,Reporting,healthy_active,525,13,13,2,4.34,0,13,13.94,696,53,4,0.58,15.7,0.056,93.55,0.018,1,0,43,0.4,5.5
TD-00123,search-indexer,search-indexer/src/main/scala/pipeline/client_pool_4.scala,Tier_2,Scala,Search/Discovery,healthy_active,613,8,8,0,4.19,0,4,0.29,750,69,7,0.474,16.7,0.084,95.16,0.072,0,0,39,0.6,6.2
TD-00124,search-indexer,search-indexer/src/main/scala/pipeline/aggregator_9.scala,Tier_2,Scala,Search/Discovery,healthy_active,433,3,3,3,1.23,0,13,3.17,634,39,2,0.599,4.4,0.11,89.21,0.078,0,0,37,6.8,1.4
TD-00125,payment-gateway,payment-gateway/pkg/client/processor_17.go,Tier_1,Go,Fintech/Checkout,average,771,25,28,14,13.47,0,15,15.73,83,8,4,0.352,35.4,0.186,74.03,0.093,0,1,65,12.6,10.2
TD-00126,internal-admin-portal,internal-admin-portal/src/components/forms/session_handler_14.tsx,Tier_3,TypeScript,Backoffice,dormant_legacy,1258,45,65,29,9.99,0,15,48.17,24,3,1,0.05,29.5,0.105,32.07,0.031,0,0,99,15.7,2.6
TD-00127,auth-service,auth-service/pkg/storage/rule_engine_11.go,Tier_1,Go,Security/IAM,healthy_active,178,10,10,1,1.57,0,9,12.6,309,34,5,0.393,15.7,0.056,93.48,0.038,0,0,50,1.0,2.4
TD-00128,auth-service,auth-service/pkg/storage/client_pool_10.go,Tier_1,Go,Security/IAM,legacy_hotspot,4842,146,195,20,17.08,1,37,34.92,1795,59,9,0.97,66.8,0.307,16.73,0.343,7,3,143,34.2,25.0
TD-00129,search-indexer,search-indexer/src/main/scala/index/router_10.scala,Tier_2,Scala,Search/Discovery,average,1409,12,14,4,7.53,0,16,11.0,376,12,4,0.383,33.8,0.146,58.99,0.131,0,0,108,22.0,16.8
TD-00130,internal-admin-portal,internal-admin-portal/src/components/forms/aggregator_14.tsx,Tier_3,TypeScript,Backoffice,average,660,15,19,7,10.12,0,12,25.66,122,13,5,0.625,35.9,0.191,67.61,0.066,1,1,74,16.6,8.8
TD-00131,search-indexer,search-indexer/src/main/scala/pipeline/cache_adapter_6.scala,Tier_2,Scala,Search/Discovery,healthy_active,298,7,7,5,1.83,0,8,0.29,781,75,4,0.317,8.7,0.049,78.75,0.055,0,0,36,5.2,2.3
TD-00132,batch-reporting-service,batch-reporting-service/src/main/java/com/platform/repository/router_18.java,Tier_3,Java,Reporting,healthy_active,254,3,2,1,2.28,0,12,10.74,886,73,4,0.257,8.4,0.105,79.6,0.079,0,0,21,1.3,2.7
TD-00133,payment-gateway,payment-gateway/pkg/storage/dispatcher_7.go,Tier_1,Go,Fintech/Checkout,dormant_legacy,1141,26,28,12,15.06,0,20,59.21,60,0,0,0.087,32.1,0.221,27.49,0.118,0,0,85,14.5,11.4
TD-00134,search-indexer,search-indexer/src/main/scala/pipeline/rule_engine_11.scala,Tier_2,Scala,Search/Discovery,average,708,15,16,13,7.6,0,19,25.81,320,14,2,0.424,13.1,0.111,45.46,0.11,0,1,107,13.8,13.8
TD-00135,analytics-etl,analytics-etl/utils/helpers/legacy_sync_7.py,Tier_3,Python,Data/BI,legacy_hotspot,3462,66,93,50,44.25,2,17,26.95,971,45,14,0.897,66.2,0.348,18.4,0.342,4,1,163,26.0,53.8
TD-00136,internal-admin-portal,internal-admin-portal/src/state/exporter_6.tsx,Tier_3,TypeScript,Backoffice,average,908,17,20,11,5.9,0,11,15.23,239,10,4,0.377,21.1,0.193,69.71,0.086,1,1,52,9.7,19.1
TD-00137,auth-service,auth-service/pkg/storage/client_pool_20.go,Tier_1,Go,Security/IAM,healthy_active,1216,8,8,1,4.86,0,3,13.92,461,51,4,0.218,13.7,0.085,82.17,0.058,1,0,28,7.2,7.7
TD-00138,notification-dispatcher,notification-dispatcher/src/routes/state_machine_8.js,Tier_2,Node.js,Communications,average,2015,26,30,7,10.68,0,21,11.05,731,16,5,0.608,25.4,0.112,60.07,0.128,1,1,97,13.6,16.5
TD-00139,inventory-worker,inventory-worker/handlers/api/exporter_7.py,Tier_2,Python,Supply Chain,healthy_active,1065,15,16,5,2.7,0,12,3.56,446,41,3,0.406,8.3,0.077,83.85,0.013,0,0,50,0.1,7.8
TD-00140,order-management,order-management/src/main/java/com/platform/service/processor_8.java,Tier_1,Java,Core Business,dormant_legacy,1632,86,128,19,22.48,1,5,41.55,14,0,0,0.147,25.9,0.233,42.17,0.037,1,0,71,14.4,8.9
TD-00141,analytics-etl,analytics-etl/tasks/workers/state_machine_3.py,Tier_3,Python,Data/BI,legacy_hotspot,2218,83,146,45,21.52,0,11,80.59,1060,62,5,0.933,77.7,0.629,30.57,0.208,6,0,269,51.3,32.3
TD-00142,analytics-etl,analytics-etl/utils/helpers/parser_19.py,Tier_3,Python,Data/BI,dormant_legacy,1331,38,46,20,12.64,0,19,63.53,28,3,1,0.263,13.4,0.149,30.47,0.063,0,0,97,15.5,9.6
TD-00143,user-profile-api,user-profile-api/utils/helpers/legacy_sync_13.py,Tier_2,Python,User Management,legacy_hotspot,2052,54,66,45,18.96,2,38,45.69,1131,49,9,0.729,73.7,0.58,26.89,0.351,6,1,143,59.7,33.6
TD-00144,user-profile-api,user-profile-api/handlers/api/query_builder_1.py,Tier_2,Python,User Management,average,1286,16,20,14,8.93,0,17,26.63,831,19,4,0.398,15.1,0.094,63.1,0.103,0,0,70,14.9,8.7
TD-00145,auth-service,auth-service/pkg/client/aggregator_6.go,Tier_1,Go,Security/IAM,healthy_active,697,5,4,1,3.37,0,5,4.86,896,79,5,0.201,9.3,0.034,78.33,0.042,1,0,47,2.0,5.6
TD-00146,internal-admin-portal,internal-admin-portal/src/state/processor_18.tsx,Tier_3,TypeScript,Backoffice,legacy_hotspot,2154,95,147,31,34.42,3,25,26.67,1207,111,14,0.859,82.8,0.409,31.4,0.286,3,3,60,53.0,72.5
TD-00147,user-profile-api,user-profile-api/services/core/legacy_sync_5.py,Tier_2,Python,User Management,healthy_active,488,15,17,0,1.54,0,6,9.22,254,50,6,0.465,12.9,0.079,78.29,0.061,0,0,41,2.7,1.9
TD-00148,analytics-etl,analytics-etl/tasks/workers/client_pool_20.py,Tier_3,Python,Data/BI,average,912,15,18,14,7.59,1,10,27.8,367,7,3,0.305,25.0,0.199,73.73,0.108,1,0,98,13.4,9.4
TD-00149,notification-dispatcher,notification-dispatcher/src/lib/rule_engine_17.js,Tier_2,Node.js,Communications,dormant_legacy,1401,57,85,47,15.34,0,24,54.11,42,2,0,0.221,15.6,0.166,39.27,0.111,2,0,54,5.3,4.8
TD-00150,search-indexer,search-indexer/src/main/scala/pipeline/legacy_sync_6.scala,Tier_2,Scala,Search/Discovery,healthy_active,437,12,12,2,2.39,0,13,4.17,713,61,7,0.219,8.1,0.113,87.42,0.029,0,0,39,4.8,5.6
TD-00151,analytics-etl,analytics-etl/utils/helpers/dispatcher_8.py,Tier_3,Python,Data/BI,legacy_hotspot,2786,67,101,75,45.27,5,38,67.13,2036,42,17,0.751,53.2,0.47,30.86,0.209,6,1,115,29.0,76.8
TD-00152,inventory-worker,inventory-worker/tasks/workers/legacy_sync_8.py,Tier_2,Python,Supply Chain,healthy_active,1016,12,11,0,4.7,0,8,2.03,1160,33,3,0.361,8.7,0.033,85.05,0.021,0,0,27,1.7,1.4
TD-00153,inventory-worker,inventory-worker/utils/helpers/validator_10.py,Tier_2,Python,Supply Chain,healthy_active,888,5,4,3,0.4,0,13,8.89,504,37,4,0.373,12.3,0.028,94.91,0.063,0,0,57,6.6,6.5
TD-00154,user-profile-api,user-profile-api/models/data/session_handler_11.py,Tier_2,Python,User Management,average,988,16,16,13,9.78,1,11,25.45,58,10,2,0.305,17.4,0.159,55.55,0.113,0,0,65,14.4,16.5
TD-00155,internal-admin-portal,internal-admin-portal/src/pages/admin/manager_5.tsx,Tier_3,TypeScript,Backoffice,average,751,15,17,11,10.66,1,11,21.65,104,9,4,0.387,32.8,0.103,57.45,0.042,1,1,79,12.0,17.7
TD-00156,user-profile-api,user-profile-api/utils/helpers/cache_adapter_5.py,Tier_2,Python,User Management,dormant_legacy,1638,41,51,20,19.39,0,7,23.56,50,0,0,0.307,27.6,0.242,16.7,0.033,0,0,153,5.6,11.5
TD-00157,user-profile-api,user-profile-api/services/core/router_14.py,Tier_2,Python,User Management,dormant_legacy,834,54,74,40,8.1,1,23,36.56,3,0,1,0.229,28.2,0.054,49.6,0.025,1,1,89,7.2,2.5
TD-00158,notification-dispatcher,notification-dispatcher/src/queues/legacy_sync_14.js,Tier_2,Node.js,Communications,dormant_legacy,1038,56,71,51,15.8,1,18,61.53,78,0,0,0.143,39.4,0.086,42.97,0.063,1,0,103,16.3,2.6
TD-00159,payment-gateway,payment-gateway/internal/service/state_machine_14.go,Tier_1,Go,Fintech/Checkout,legacy_hotspot,4004,42,75,55,16.79,0,32,59.31,974,59,6,0.871,60.9,0.417,16.17,0.286,7,2,114,37.4,67.9
TD-00160,search-indexer,search-indexer/src/main/scala/pipeline/cache_adapter_1.scala,Tier_2,Scala,Search/Discovery,healthy_active,635,12,12,4,2.44,0,9,4.76,355,52,4,0.314,14.3,0.022,88.53,0.076,0,0,26,5.0,4.9
TD-00161,batch-reporting-service,batch-reporting-service/src/main/java/com/platform/util/legacy_sync_1.java,Tier_3,Java,Reporting,healthy_active,510,14,13,1,4.45,0,4,9.4,594,23,3,0.272,7.8,0.04,82.44,0.031,0,0,43,4.7,4.0
TD-00162,notification-dispatcher,notification-dispatcher/src/services/exporter_13.js,Tier_2,Node.js,Communications,legacy_hotspot,2844,67,113,32,35.38,2,18,42.61,961,42,8,0.836,73.1,0.522,35.68,0.399,5,2,138,55.1,52.5
TD-00163,search-indexer,search-indexer/src/main/scala/pipeline/cache_adapter_18.scala,Tier_2,Scala,Search/Discovery,dormant_legacy,1850,70,82,25,15.28,1,22,36.43,36,0,1,0.338,24.0,0.176,40.41,0.068,0,0,121,10.2,2.1
TD-00164,batch-reporting-service,batch-reporting-service/src/main/java/com/platform/controller/legacy_sync_8.java,Tier_3,Java,Reporting,average,999,23,31,10,5.72,0,9,19.42,327,13,5,0.47,14.6,0.115,54.51,0.137,1,1,78,10.1,15.7
TD-00165,inventory-worker,inventory-worker/utils/helpers/legacy_sync_1.py,Tier_2,Python,Supply Chain,healthy_active,521,12,11,5,1.56,0,5,2.66,190,30,7,0.577,16.2,0.049,92.1,0.066,1,0,33,0.7,5.5
TD-00166,search-indexer,search-indexer/src/main/scala/index/query_builder_13.scala,Tier_2,Scala,Search/Discovery,average,1397,27,36,15,6.33,1,15,23.72,358,19,2,0.461,31.9,0.196,66.28,0.053,3,1,52,18.2,7.6
TD-00167,order-management,order-management/src/main/java/com/platform/util/parser_5.java,Tier_1,Java,Core Business,average,763,15,16,6,11.56,1,7,29.39,129,5,2,0.642,20.9,0.13,55.32,0.102,2,0,63,9.9,19.8
TD-00168,batch-reporting-service,batch-reporting-service/src/main/java/com/platform/service/parser_13.java,Tier_3,Java,Reporting,healthy_active,494,7,7,5,0.98,0,4,9.73,306,18,6,0.464,14.4,0.051,93.22,0.028,0,0,46,3.8,7.0
TD-00169,batch-reporting-service,batch-reporting-service/src/main/java/com/platform/service/validator_14.java,Tier_3,Java,Reporting,healthy_active,219,15,14,5,4.38,0,9,13.93,612,42,4,0.498,14.0,0.043,91.49,0.074,0,0,24,1.9,6.3
TD-00170,order-management,order-management/src/main/java/com/platform/util/manager_2.java,Tier_1,Java,Core Business,healthy_active,262,13,14,1,4.39,0,4,12.99,666,41,7,0.299,11.5,0.119,93.44,0.017,0,0,20,6.6,3.4
TD-00171,inventory-worker,inventory-worker/utils/helpers/session_handler_7.py,Tier_2,Python,Supply Chain,legacy_hotspot,1890,65,85,23,25.57,3,29,73.47,1561,103,5,0.748,48.3,0.378,9.59,0.339,4,0,166,56.8,35.5
TD-00172,analytics-etl,analytics-etl/models/data/session_handler_13.py,Tier_3,Python,Data/BI,average,1382,16,16,14,14.25,0,21,12.89,251,15,4,0.643,26.5,0.151,71.35,0.154,2,0,95,10.7,12.3
TD-00173,inventory-worker,inventory-worker/utils/helpers/dispatcher_3.py,Tier_2,Python,Supply Chain,healthy_active,825,12,11,1,1.1,0,3,0.6,541,48,4,0.579,6.0,0.096,79.96,0.079,0,0,28,5.0,2.3
TD-00174,analytics-etl,analytics-etl/services/core/cache_adapter_18.py,Tier_3,Python,Data/BI,average,1319,12,14,7,11.63,0,12,30.62,334,9,3,0.385,22.2,0.215,64.73,0.108,2,1,52,14.6,12.6
TD-00175,payment-gateway,payment-gateway/pkg/storage/aggregator_3.go,Tier_1,Go,Fintech/Checkout,healthy_active,276,17,18,2,0.28,0,7,5.41,476,45,2,0.236,16.8,0.021,86.71,0.019,0,0,20,7.4,2.1
TD-00176,payment-gateway,payment-gateway/pkg/handler/aggregator_7.go,Tier_1,Go,Fintech/Checkout,healthy_active,1077,4,4,3,4.58,0,4,3.02,580,38,5,0.22,7.6,0.067,82.09,0.062,1,0,37,3.6,4.4
TD-00177,payment-gateway,payment-gateway/internal/middleware/manager_8.go,Tier_1,Go,Fintech/Checkout,average,1495,26,33,4,14.18,0,9,29.78,318,18,3,0.491,13.0,0.184,58.38,0.042,0,0,49,16.7,12.7
TD-00178,order-management,order-management/src/main/java/com/platform/util/query_builder_4.java,Tier_1,Java,Core Business,dormant_legacy,1531,37,46,25,22.72,1,21,64.9,14,0,1,0.088,24.5,0.075,22.21,0.02,0,1,112,15.9,7.5
TD-00179,batch-reporting-service,batch-reporting-service/src/main/java/com/platform/controller/legacy_sync_9.java,Tier_3,Java,Reporting,healthy_active,1019,6,6,2,1.71,0,8,7.46,800,23,4,0.336,16.2,0.029,91.98,0.069,0,0,45,3.4,2.2
TD-00180,notification-dispatcher,notification-dispatcher/src/controllers/rule_engine_20.js,Tier_2,Node.js,Communications,dormant_legacy,2608,50,72,21,18.45,2,18,54.81,80,2,1,0.284,25.5,0.061,21.11,0.112,2,0,93,6.6,9.2
TD-00181,auth-service,auth-service/internal/service/dispatcher_4.go,Tier_1,Go,Security/IAM,legacy_hotspot,1923,50,81,35,21.27,2,19,51.17,998,133,5,0.673,88.8,0.405,13.79,0.323,6,1,133,36.4,62.0
TD-00182,batch-reporting-service,batch-reporting-service/src/main/java/com/platform/service/parser_10.java,Tier_3,Java,Reporting,legacy_hotspot,2386,48,79,76,21.19,3,19,28.72,1247,101,4,0.78,69.9,0.594,15.77,0.303,9,2,150,54.7,62.7
TD-00183,batch-reporting-service,batch-reporting-service/src/main/java/com/platform/util/router_7.java,Tier_3,Java,Reporting,legacy_hotspot,2162,61,93,43,14.3,1,12,76.12,1694,181,15,0.826,86.5,0.528,4.36,0.23,4,2,98,50.2,39.9
TD-00184,auth-service,auth-service/internal/middleware/cache_adapter_8.go,Tier_1,Go,Security/IAM,average,1821,14,15,7,13.08,0,16,27.39,208,11,2,0.458,18.1,0.142,70.42,0.065,3,1,39,8.5,13.1
TD-00185,auth-service,auth-service/pkg/storage/state_machine_20.go,Tier_1,Go,Security/IAM,healthy_active,336,4,4,1,2.44,0,12,5.45,670,29,6,0.572,6.9,0.1,91.29,0.014,0,0,22,2.3,3.1
TD-00186,auth-service,auth-service/internal/middleware/exporter_2.go,Tier_1,Go,Security/IAM,average,687,14,17,12,7.91,0,9,22.23,196,16,5,0.405,23.4,0.104,55.64,0.088,0,0,59,20.4,8.1
TD-00187,notification-dispatcher,notification-dispatcher/src/queues/router_12.js,Tier_2,Node.js,Communications,healthy_active,818,9,8,0,3.46,0,9,11.96,1253,42,2,0.487,12.1,0.1,93.56,0.042,0,0,38,5.6,1.6
TD-00188,auth-service,auth-service/internal/middleware/query_builder_11.go,Tier_1,Go,Security/IAM,healthy_active,541,17,19,1,4.13,0,7,0.93,392,30,6,0.543,8.3,0.039,80.32,0.031,1,0,18,1.8,2.2
TD-00189,payment-gateway,payment-gateway/pkg/client/state_machine_16.go,Tier_1,Go,Fintech/Checkout,average,778,24,24,13,9.52,0,17,27.64,126,18,2,0.568,13.9,0.087,45.58,0.063,2,0,71,15.9,7.6
TD-00190,auth-service,auth-service/pkg/client/session_handler_15.go,Tier_1,Go,Security/IAM,average,1772,26,35,4,13.42,0,17,33.17,251,10,2,0.636,15.4,0.161,53.48,0.073,2,0,81,9.2,8.2
TD-00191,order-management,order-management/src/main/java/com/platform/util/manager_17.java,Tier_1,Java,Core Business,dormant_legacy,616,48,70,30,27.46,2,11,48.51,50,2,0,0.187,31.3,0.2,22.46,0.133,1,1,94,6.3,2.6
TD-00192,inventory-worker,inventory-worker/tasks/workers/exporter_18.py,Tier_2,Python,Supply Chain,legacy_hotspot,2420,90,126,20,18.75,2,19,40.65,1629,96,17,0.868,54.4,0.303,12.92,0.283,7,3,168,31.1,39.7
TD-00193,analytics-etl,analytics-etl/utils/helpers/router_19.py,Tier_3,Python,Data/BI,average,704,18,20,15,15.38,0,15,17.74,239,18,5,0.644,17.8,0.175,66.48,0.113,0,0,77,8.9,14.3
TD-00194,inventory-worker,inventory-worker/models/data/state_machine_8.py,Tier_2,Python,Supply Chain,legacy_hotspot,3321,52,92,43,19.17,1,16,40.24,918,92,12,0.722,52.9,0.406,37.2,0.387,5,2,164,37.6,62.8
TD-00195,auth-service,auth-service/pkg/storage/parser_15.go,Tier_1,Go,Security/IAM,legacy_hotspot,1539,62,85,36,38.17,2,16,28.15,1818,99,12,0.898,66.6,0.36,20.13,0.213,7,3,272,31.4,52.7
TD-00196,user-profile-api,user-profile-api/utils/helpers/rule_engine_20.py,Tier_2,Python,User Management,legacy_hotspot,2027,97,161,63,39.64,0,37,27.33,2311,64,8,0.661,71.4,0.283,18.79,0.202,6,0,53,28.7,60.7
TD-00197,search-indexer,search-indexer/src/main/scala/index/processor_16.scala,Tier_2,Scala,Search/Discovery,average,643,22,23,10,5.63,0,11,19.67,282,9,4,0.459,24.2,0.16,72.97,0.143,0,0,99,16.4,15.2
TD-00198,notification-dispatcher,notification-dispatcher/src/controllers/legacy_sync_7.js,Tier_2,Node.js,Communications,legacy_hotspot,2294,53,66,64,31.41,0,10,79.71,1499,62,15,0.846,84.1,0.593,19.76,0.34,12,1,142,37.0,61.7
TD-00199,notification-dispatcher,notification-dispatcher/src/services/session_handler_9.js,Tier_2,Node.js,Communications,average,631,13,16,9,10.01,0,11,30.97,201,10,2,0.389,27.1,0.083,66.62,0.102,2,0,80,17.6,16.5
TD-00200,batch-reporting-service,batch-reporting-service/src/main/java/com/platform/repository/client_pool_1.java,Tier_3,Java,Reporting,healthy_active,624,11,12,5,0.25,0,8,3.04,561,50,6,0.47,6.9,0.055,80.27,0.019,0,0,23,0.8,6.7
TD-00201,internal-admin-portal,internal-admin-portal/src/components/forms/validator_8.tsx,Tier_3,TypeScript,Backoffice,healthy_active,719,14,15,3,4.25,0,6,9.61,929,26,4,0.287,12.7,0.025,86.7,0.011,2,0,37,1.7,6.3
TD-00202,search-indexer,search-indexer/src/main/scala/index/client_pool_8.scala,Tier_2,Scala,Search/Discovery,dormant_legacy,1288,72,83,24,31.61,2,22,48.23,42,1,0,0.036,30.4,0.231,20.91,0.146,0,1,84,13.8,5.0
TD-00203,analytics-etl,analytics-etl/utils/helpers/legacy_sync_1.py,Tier_3,Python,Data/BI,legacy_hotspot,1969,133,169,40,19.1,0,13,30.21,1047,54,5,0.873,74.4,0.501,13.05,0.131,12,2,165,38.4,59.7
TD-00204,auth-service,auth-service/pkg/storage/aggregator_13.go,Tier_1,Go,Security/IAM,healthy_active,843,12,14,4,4.37,0,11,9.36,386,36,3,0.488,7.6,0.092,78.51,0.036,0,0,41,1.2,6.8
TD-00205,user-profile-api,user-profile-api/models/data/query_builder_19.py,Tier_2,Python,User Management,healthy_active,289,15,16,1,1.35,0,12,0.11,1289,30,3,0.518,5.9,0.118,95.36,0.021,0,0,32,6.5,3.6
TD-00206,notification-dispatcher,notification-dispatcher/src/lib/client_pool_17.js,Tier_2,Node.js,Communications,dormant_legacy,1430,54,80,18,9.36,0,16,59.33,59,0,1,0.169,13.8,0.172,49.43,0.067,1,0,39,5.4,8.3
TD-00207,notification-dispatcher,notification-dispatcher/src/lib/cache_adapter_18.js,Tier_2,Node.js,Communications,dormant_legacy,1904,47,56,21,14.65,0,15,56.8,35,3,1,0.057,38.9,0.22,45.23,0.073,1,0,91,10.9,7.2
TD-00208,notification-dispatcher,notification-dispatcher/src/services/cache_adapter_15.js,Tier_2,Node.js,Communications,healthy_active,418,17,20,1,0.89,0,10,3.55,1287,36,6,0.212,11.6,0.025,90.62,0.014,1,0,47,4.1,4.1
TD-00209,inventory-worker,inventory-worker/models/data/dispatcher_8.py,Tier_2,Python,Supply Chain,average,634,13,16,11,11.42,0,19,16.15,213,11,5,0.521,25.0,0.098,56.27,0.052,1,1,82,11.1,8.3
TD-00210,auth-service,auth-service/internal/service/session_handler_4.go,Tier_1,Go,Security/IAM,healthy_active,482,17,15,2,3.33,0,3,10.72,414,38,5,0.446,16.5,0.028,83.96,0.027,1,0,16,5.9,5.8
TD-00211,internal-admin-portal,internal-admin-portal/src/components/forms/aggregator_7.tsx,Tier_3,TypeScript,Backoffice,healthy_active,364,13,13,0,4.83,0,5,5.08,498,46,2,0.213,5.7,0.083,94.18,0.054,0,0,35,0.3,1.6
TD-00212,analytics-etl,analytics-etl/models/data/cache_adapter_19.py,Tier_3,Python,Data/BI,healthy_active,300,4,3,5,4.84,0,7,4.34,415,102,6,0.593,11.5,0.07,82.64,0.059,0,0,46,0.4,5.2
TD-00213,internal-admin-portal,internal-admin-portal/src/hooks/validator_7.tsx,Tier_3,TypeScript,Backoffice,healthy_active,488,6,6,1,3.83,0,12,7.28,709,28,5,0.443,5.2,0.084,91.73,0.051,0,0,41,1.7,6.1
TD-00214,inventory-worker,inventory-worker/handlers/api/session_handler_6.py,Tier_2,Python,Supply Chain,healthy_active,825,15,17,0,0.5,0,10,1.19,759,49,5,0.239,7.8,0.052,91.74,0.066,0,0,36,3.3,1.3
TD-00215,inventory-worker,inventory-worker/services/core/cache_adapter_18.py,Tier_2,Python,Supply Chain,healthy_active,222,17,17,0,0.96,0,9,7.7,594,53,6,0.522,8.7,0.026,87.98,0.051,1,0,41,4.5,7.8
TD-00216,order-management,order-management/src/main/java/com/platform/repository/processor_2.java,Tier_1,Java,Core Business,legacy_hotspot,2203,100,161,40,22.75,2,20,47.64,1676,58,5,0.675,73.2,0.345,20.64,0.2,11,2,88,34.4,53.6
TD-00217,internal-admin-portal,internal-admin-portal/src/hooks/cache_adapter_5.tsx,Tier_3,TypeScript,Backoffice,healthy_active,444,13,15,1,0.64,0,7,10.54,883,26,4,0.353,15.7,0.107,88.85,0.061,0,0,52,1.6,7.2
TD-00218,analytics-etl,analytics-etl/services/core/state_machine_1.py,Tier_3,Python,Data/BI,dormant_legacy,2345,85,122,77,10.83,1,22,21.37,48,2,1,0.177,31.0,0.091,41.1,0.149,1,1,60,5.2,9.3
TD-00219,batch-reporting-service,batch-reporting-service/src/main/java/com/platform/repository/legacy_sync_16.java,Tier_3,Java,Reporting,healthy_active,464,10,10,0,4.18,0,4,13.28,216,56,7,0.588,4.3,0.1,92.18,0.031,0,0,39,5.1,6.5
TD-00220,analytics-etl,analytics-etl/models/data/manager_2.py,Tier_3,Python,Data/BI,healthy_active,416,11,13,3,0.01,0,7,13.8,418,30,3,0.556,13.7,0.044,94.77,0.017,0,0,22,4.2,5.0
